sale_price,city,state,latitude,longitude,year_built,type,lot_sqft,living_sqft,number_of_stories,number_of_baths,number_of_beds,number_of_garages,basement,central_air,central_heat,city_view,community_outdoor_space,community_security_features,fenced_yard,fireplace,floor_plan,hardwood_floors,new_roof,recreation_facilities,rental_property,shopping,view
388000.0,Little Rock,Arkansas,34.759195,-92.438521,2006,single_family,10019,2569,2,3,4,2,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1
305000.0,Little Rock,Arkansas,34.779791,-92.344303,1943,single_family,7405,1384,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
56000.0,Little Rock,Arkansas,34.70221,-92.329713,1966,single_family,8276,881,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
75000.0,Little Rock,Arkansas,34.731835,-92.363116,1973,single_family,8712,1537,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148000.0,Alexander,Arkansas,34.627914,-92.41478,1989,single_family,9583,1092,1,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
445000.0,Tolleson,Arizona,33.417118,-112.249825,2011,single_family,5663,2147,1,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
415000.0,Phoenix,Arizona,33.622703,-112.110726,1973,single_family,9344,1994,1,2,3,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
200000.0,Phoenix,Arizona,33.493659,-112.025059,1982,apartment,677,655,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
359900.0,Phoenix,Arizona,33.59395,-112.126512,1967,single_family,6810,1576,1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
186000.0,Phoenix,Arizona,33.642135,-112.132929,1981,apartment,751,725,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
675000.0,Phoenix,Arizona,33.476385,-112.076725,1930,single_family,6521,1544,1,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
525000.0,Phoenix,Arizona,33.647109,-112.073259,1980,single_family,12197,2110,1,2,3,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
385000.0,Phoenix,Arizona,33.614124,-112.139052,1973,single_family,8006,1215,1,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
690000.0,Phoenix,Arizona,33.368917,-112.035626,2005,single_family,8880,3135,2,4,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
498000.0,Phoenix,Arizona,33.298709,-111.993051,1993,single_family,5528,1350,1,2,3,2,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
500000.0,Phoenix,Arizona,33.298462,-112.052727,1993,single_family,4696,1650,1,2,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
340000.0,Glendale,Arizona,33.637633,-112.163053,1979,single_family,8018,1156,1,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
345000.0,Phoenix,Arizona,33.400369,-112.039956,1956,single_family,6887,1411,1,2,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
28000.0,Phoenix,Arizona,33.508244,-112.169899,1967,mobile,11601,768,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
825000.0,Phoenix,Arizona,33.362254,-112.062212,2019,single_family,5751,3085,2,4,5,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
432000.0,Phoenix,Arizona,33.507399,-112.133513,1956,single_family,7410,2155,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
745000.0,Phoenix,Arizona,33.573763,-112.02721,1986,single_family,7675,2800,1,3,3,2,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
700000.0,Phoenix,Arizona,33.607555,-112.025909,1961,single_family,17424,2202,1,3,3,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
436000.0,Phoenix,Arizona,33.486444,-112.001261,2000,townhouse,1065,1418,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
827522.0,Phoenix,Arizona,33.477919,-112.081483,1943,single_family,8050,1793,1,2,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
255000.0,Phoenix,Arizona,33.305897,-112.012532,1996,apartment,1120,1019,2,1,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
267000.0,Phoenix,Arizona,33.502731,-112.093068,1965,townhouse,1213,1120,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
180000.0,Phoenix,Arizona,33.457066,-112.127552,1948,single_family,7867,767,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448000.0,Phoenix,Arizona,33.357118,-112.066415,2011,single_family,8940,2176,1,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
540000.0,Phoenix,Arizona,33.661589,-112.018271,1989,single_family,13939,1506,1,2,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
271500.0,Cave Creek,Arizona,33.754808,-111.988745,1999,apartment,924,858,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
345000.0,Glendale,Arizona,33.645316,-112.144237,1979,single_family,9304,1564,1,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350000.0,Phoenix,Arizona,33.554442,-112.060275,1958,single_family,9118,1481,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470000.0,Phoenix,Arizona,33.737975,-112.11173,2001,single_family,4499,1522,1,2,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
389900.0,Phoenix,Arizona,33.54247,-112.102481,1960,single_family,7148,1363,1,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
755000.0,Phoenix,Arizona,33.713491,-112.163046,2011,single_family,6528,3599,2,5,4,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
390000.0,Phoenix,Arizona,33.583486,-112.083975,1955,single_family,11761,1634,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349900.0,Phoenix,Arizona,33.399872,-112.036631,1957,single_family,7126,1154,1,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200000.0,Phoenix,Arizona,33.40949,-112.075713,1936,single_family,9243,1513,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515000.0,Sacramento,California,38.44434,-121.431434,1990,single_family,5775,1899,2,3,4,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
460000.0,Sacramento,California,38.561661,-121.509268,2017,apartment,693,1116,2,3,2,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
472000.0,Sacramento,California,38.535847,-121.435039,1947,single_family,5227,1166,1,2,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
513000.0,Sacramento,California,38.573093,-121.341967,1974,single_family,7266,1845,2,3,4,2,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0
465000.0,Sacramento,California,38.461264,-121.360817,1989,single_family,4726,1284,1,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
313000.0,Antelope,California,38.720405,-121.381327,1990,single_family,5101,1044,1,2,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
357000.0,Sacramento,California,38.522389,-121.412552,1965,single_family,5602,1011,1,2,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
430000.0,Sacramento,California,38.678628,-121.528271,2021,apartment,13694,1502,2,3,3,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
315000.0,Sacramento,California,38.532485,-121.463289,1942,single_family,6534,1130,1,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
373000.0,Sacramento,California,38.528744,-121.422345,1952,single_family,4792,1018,1,1,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
415000.0,Sacramento,California,38.540491,-121.474532,1940,single_family,5227,1291,1,1,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
472000.0,Antelope,California,38.72136,-121.376493,1989,single_family,5663,1232,1,2,3,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
500100.0,Sacramento,California,38.562116,-121.321902,1979,single_family,6199,1578,1,2,4,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
903000.0,Sacramento,California,38.679524,-121.556243,2023,single_family,7200,3391,2,4,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
530000.0,Sacramento,California,38.563971,-121.386779,1968,single_family,8468,1593,1,2,4,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1
785000.0,Sacramento,California,38.57697,-121.444811,1948,single_family,6199,1330,1,2,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
610000.0,Sacramento,California,38.639034,-121.515321,2019,single_family,3267,2148,2,3,4,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
575000.0,Sacramento,California,38.67568,-121.506371,2002,single_family,5775,2231,2,3,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
530000.0,Sacramento,California,38.555646,-121.429865,1950,single_family,4831,957,1,1,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
595000.0,Sacramento,California,38.560518,-121.508924,1952,single_family,5663,1152,1,2,3,2,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0
343000.0,Sacramento,California,38.564545,-121.510925,2019,apartment,820,626,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
375000.0,Sacramento,California,38.67408,-121.3568,1963,single_family,5663,1455,1,2,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
468000.0,Sacramento,California,38.624831,-121.50927,1985,single_family,6098,1433,1,2,3,2,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
490000.0,Sacramento,California,38.56141,-121.510374,2016,apartment,11796,1451,3,3,2,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
395000.0,Sacramento,California,38.478461,-121.483422,1960,single_family,8276,1092,1,2,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
599900.0,Sacramento,California,38.529308,-121.498085,2023,single_family,1947,1540,2,3,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
230000.0,Sacramento,California,38.624874,-121.402603,1986,apartment,2326,810,2,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
775000.0,Sacramento,California,38.570348,-121.401279,1975,multi_family,8712,2347,1,4,5,3,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
355000.0,Sacramento,California,38.541243,-121.352781,1978,single_family,6399,1378,1,2,4,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1
245000.0,Sacramento,California,38.578418,-121.407815,1976,apartment,2444,755,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
454000.0,Sacramento,California,38.560404,-121.372315,1972,single_family,7266,1139,1,2,4,2,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
445000.0,Sacramento,California,38.646019,-121.442292,1989,single_family,6098,1209,1,2,3,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
412000.0,Antelope,California,38.719556,-121.37799,1989,single_family,5767,1235,1,2,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
800000.0,Sacramento,California,38.571904,-121.448083,1950,single_family,7200,1984,2,1,2,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
495000.0,Sacramento,California,38.564546,-121.319778,1964,multi_family,11678,1764,1,2,4,2,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0
562000.0,Sacramento,California,38.53333,-121.420913,1953,single_family,7405,1516,1,2,3,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
527000.0,Sacramento,California,38.680729,-121.510704,2004,single_family,5776,1815,1,2,2,2,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
505000.0,Sacramento,California,38.548089,-121.350409,1978,single_family,8799,1579,1,2,4,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
392000.0,Sacramento,California,38.702781,-121.348217,1985,single_family,4953,1131,1,2,3,2,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
122000.0,Elk Grove,California,38.449059,-121.408951,1998,mobile,25877,891,0,2,3,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0
527500.0,Sacramento,California,38.566709,-121.416293,1972,single_family,2178,1072,1,1,2,2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
689000.0,Sacramento,California,38.550484,-121.457285,1950,single_family,5998,1781,2,2,4,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
469000.0,Sacramento,California,38.616883,-121.495385,1979,single_family,6425,1519,1,2,4,2,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0
492450.0,Denver,Colorado,39.746668,-104.890169,1952,single_family,6250,1890,1,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450000.0,Denver,Colorado,39.66422,-104.924942,1952,single_family,7360,892,1,1,2,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
318000.0,Denver,Colorado,39.651033,-104.890645,1997,apartment,1154,1003,1,2,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
570000.0,Denver,Colorado,39.637495,-104.886344,1972,single_family,8560,2754,2,3,4,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
189000.0,Denver,Colorado,39.704132,-104.88439,1967,apartment,1482,855,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
675000.0,Denver,Colorado,39.655588,-104.877487,1967,single_family,9740,3384,1,3,4,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
360000.0,Denver,Colorado,39.704775,-105.045726,1949,single_family,5500,790,1,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
480000.0,Denver,Colorado,39.786825,-104.810606,2000,single_family,5885,1931,2,3,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
368000.0,Denver,Colorado,39.71954,-104.904297,2003,apartment,1256,1019,1,2,2,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1
310000.0,Denver,Colorado,39.73327,-104.978407,1931,apartment,2141,714,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
395000.0,Denver,Colorado,39.731863,-104.918908,1984,apartment,1959,959,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
522500.0,Denver,Colorado,39.69821,-105.030095,1955,single_family,8220,1654,1,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
415000.0,Denver,Colorado,39.759822,-104.998082,1896,apartment,780,662,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
784000.0,Denver,Colorado,39.663815,-104.909615,1966,single_family,10454,2724,1,3,4,2,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0
328500.0,Denver,Colorado,39.699414,-104.930495,1982,apartment,1482,851,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
487000.0,Denver,Colorado,39.722648,-105.042451,1925,single_family,6098,1766,1,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
525000.0,Denver,Colorado,39.706907,-105.006563,1951,single_family,7890,1351,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
345000.0,Denver,Colorado,39.760841,-104.938757,1936,apartment,1056,590,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1
419000.0,Denver,Colorado,39.69399,-105.050391,1951,single_family,7500,797,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
555000.0,Denver,Colorado,39.735613,-104.993801,1999,apartment,1169,1041,1,2,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
428000.0,Denver,Colorado,39.850518,-104.975761,1962,single_family,7600,2028,1,2,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
225000.0,Denver,Colorado,39.855037,-104.973893,2015,apartment,1755,778,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
823500.0,Denver,Colorado,39.690008,-104.933643,1957,single_family,7320,2080,1,3,4,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
