sale_price,city,state,latitude,longitude,year_built,type,lot_sqft,living_sqft,number_of_stories,number_of_baths,number_of_beds,number_of_garages,basement,central_air,central_heat,city_view,community_outdoor_space,community_security_features,fenced_yard,fireplace,floor_plan,hardwood_floors,new_roof,recreation_facilities,rental_property,shopping,view
129900.0,Montgomery,Alabama,32.389075,-86.178412,1998,single_family,11761,1478,1,2,3,2,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0
88500.0,Montgomery,Alabama,32.382748,-86.273286,1945,single_family,6534,1389,2,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
145000.0,Montgomery,Alabama,32.380023,-86.221454,1969,single_family,17424,2058,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
65000.0,Montgomery,Alabama,32.386844,-86.284387,1955,single_family,9712,1432,1,2,3,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
169000.0,Montgomery,Alabama,32.351898,-86.232662,1984,single_family,10890,1804,1,2,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
180000.0,Montgomery,Alabama,32.405798,-86.200885,1999,single_family,12632,1476,1,2,3,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
260000.0,Montgomery,Alabama,32.37089,-86.161376,2001,single_family,12632,1888,1,2,4,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0
60000.0,Montgomery,Alabama,32.323353,-86.291318,1962,single_family,13068,1722,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159000.0,Montgomery,Alabama,32.37021,-86.251939,1965,single_family,11326,1635,1,2,3,2,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
424900.0,Montgomery,Alabama,32.323992,-86.458715,1974,single_family,740520,3339,2,3,3,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
140000.0,Montgomery,Alabama,32.389801,-86.196333,1969,single_family,14375,1576,1,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
149900.0,Montgomery,Alabama,32.393518,-86.247999,1954,single_family,13504,1736,1,1,3,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
45000.0,Montgomery,Alabama,32.362228,-86.312431,1966,single_family,4356,1434,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
310000.0,Montgomery,Alabama,32.316226,-86.134284,2006,single_family,13068,2134,1,2,4,2,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0
147000.0,Montgomery,Alabama,32.330353,-86.257237,1986,single_family,6970,1650,1,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
195000.0,Montgomery,Alabama,32.336941,-86.223595,1968,single_family,16553,2264,1,2,5,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
136000.0,Montgomery,Alabama,32.312602,-86.287019,1968,single_family,16988,1752,1,2,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
31500.0,Montgomery,Alabama,32.334407,-86.289689,1958,single_family,11326,961,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
178000.0,Montgomery,Alabama,32.37289,-86.237024,1967,single_family,12632,1892,1,2,4,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
172500.0,Montgomery,Alabama,32.392608,-86.231218,1975,single_family,11326,1699,1,2,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
150000.0,Montgomery,Alabama,32.31254,-86.29416,1962,single_family,67954,1833,1,2,3,2,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
170000.0,Montgomery,Alabama,32.273275,-86.259551,1945,single_family,313632,3092,1,3,3,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
125000.0,Montgomery,Alabama,32.370027,-86.242435,1957,single_family,12632,1380,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
162000.0,Montgomery,Alabama,32.352188,-86.201805,1984,single_family,6098,1539,1,2,3,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
111200.0,Montgomery,Alabama,32.369906,-86.271969,1950,single_family,8276,1178,1,2,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
63000.0,Montgomery,Alabama,32.375789,-86.27008,1948,single_family,7405,1290,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
106000.0,Montgomery,Alabama,32.334141,-86.260841,1964,single_family,16553,2349,1,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
245000.0,Montgomery,Alabama,32.380124,-86.16438,2001,single_family,6534,1742,1,2,3,2,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0
310000.0,Montgomery,Alabama,32.348511,-86.144541,1989,single_family,22651,3137,1,3,4,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
100000.0,Montgomery,Alabama,32.378365,-86.24679,1950,single_family,15682,1471,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
