sale_price,list_price,price_reduced_amount,status,address,city,postal_code,state,state_code,latitude,longitude,year_built,sub_type,type,lot_sqft,living_sqft,number_of_stories,number_of_baths,number_of_beds,number_of_garages,basement,big_lot,central_air,central_heat,city_view,community_outdoor_space,community_security_features,dining_room,dishwasher,family_room,fenced_yard,fireplace,floor_plan,forced_air,garage_1_or_more,garage_2_or_more,hardwood_floors,laundry_room,new_roof,recreation_facilities,rental_property,shopping,single_story,two_or_more_stories,view,washer_dryer
315000.0,315000.0,7000.0,sold,5307 E Kenyon Cir,Des Moines,50320,Iowa,IA,41.536719,-93.570147,2004.0,,single_family,20343.0,1718.0,2.0,3.0,4.0,3.0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
97000.0,97000.0,,sold,1333 E Ovid Ave,Des Moines,50316,Iowa,IA,41.625645,-93.601663,1942.0,,single_family,6665.0,1130.0,2.0,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
136000.0,136000.0,7900.0,sold,227 Astor St,Des Moines,50316,Iowa,IA,41.590547,-93.592515,1907.0,,single_family,5968.0,1439.0,2.0,1.0,3.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
153000.0,153000.0,5100.0,sold,2325 E 11th St,Des Moines,50316,Iowa,IA,41.615836,-93.60502,1917.0,,single_family,6447.0,804.0,,1.0,2.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
354900.0,354900.0,4100.0,sold,3500 Wakonda Ct,Des Moines,50321,Iowa,IA,41.552635,-93.647513,1953.0,,single_family,26484.0,1558.0,,3.0,3.0,2.0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
165000.0,165000.0,10000.0,sold,400 Walnut St Ste 903,Des Moines,50309,Iowa,IA,41.586098,-93.622238,1930.0,condo,condos,,925.0,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1
274000.0,275000.0,9999.0,sold,300 Walnut St Unit 1908,Des Moines,50309,Iowa,IA,41.586204,-93.62137,1985.0,condo,condos,,1206.0,2.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
214000.0,214000.0,,sold,2110 50th St,Des Moines,50310,Iowa,IA,41.613461,-93.687968,1952.0,,single_family,11718.0,1222.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
109000.0,109000.0,16000.0,sold,400 E Wall Ave,Des Moines,50315,Iowa,IA,41.532091,-93.608772,1954.0,,single_family,9017.0,720.0,,1.0,2.0,,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1
155000.0,155000.0,,sold,3799 Village Run Dr Unit 508,Des Moines,50317,Iowa,IA,41.628255,-93.513884,2004.0,townhouse,townhomes,,1308.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
259500.0,259500.0,,sold,5014 SW 16th St,Des Moines,50315,Iowa,IA,41.538349,-93.637621,1959.0,,single_family,14702.0,1083.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
185000.0,185000.0,10000.0,sold,3101 E 25th St,Des Moines,50317,Iowa,IA,41.62319,-93.570479,1960.0,,single_family,8146.0,1005.0,,1.0,3.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
272000.0,272000.0,,sold,1304 62nd St,Des Moines,50311,Iowa,IA,41.6016,-93.702898,1941.0,,single_family,8407.0,1377.0,2.0,2.0,3.0,,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
185000.0,185000.0,,sold,3107 Mann Ave,Des Moines,50310,Iowa,IA,41.617968,-93.660092,1948.0,,single_family,8581.0,864.0,,2.0,2.0,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
230000.0,230000.0,11000.0,sold,2109 39th St,Des Moines,50310,Iowa,IA,41.613531,-93.669051,1941.0,,single_family,7013.0,1490.0,2.0,2.0,4.0,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
159900.0,159900.0,,sold,3100 Fleming Ave,Des Moines,50310,Iowa,IA,41.632146,-93.660162,1949.0,,single_family,6229.0,672.0,,1.0,2.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69500.0,69500.0,,sold,1424 E 15th St,Des Moines,50316,Iowa,IA,41.606049,-93.597985,1952.0,,single_family,8015.0,720.0,,1.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
399900.0,399900.0,,sold,13 SW 52nd St,Des Moines,50312,Iowa,IA,41.576881,-93.689082,1964.0,,single_family,10106.0,1421.0,2.0,3.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1
172000.0,172000.0,,sold,3505 SW 12th Pl,Des Moines,50315,Iowa,IA,41.552496,-93.631405,1922.0,,single_family,6621.0,1078.0,,2.0,2.0,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
155000.0,155000.0,,sold,3100 Grand Ave Apt 3B,Des Moines,50312,Iowa,IA,41.583796,-93.660038,1970.0,condo,condos,,1038.0,,2.0,2.0,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
355000.0,355000.0,,sold,1161 22nd St,Des Moines,50311,Iowa,IA,41.599915,-93.646302,1901.0,,single_family,12197.0,3857.0,2.0,3.0,4.0,,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
332500.0,332500.0,,sold,4729 Sawyers Dr,Des Moines,50310,Iowa,IA,41.641282,-93.658775,2008.0,,single_family,9845.0,1761.0,2.0,3.0,3.0,2.0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
235000.0,235000.0,,sold,3701/3703 E Sheridan Ave,Des Moines,50317,Iowa,IA,41.618549,-93.543662,1978.0,,multi_family,12589.0,1440.0,,2.0,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
160000.0,160000.0,,sold,2515 Payne Rd,Des Moines,50310,Iowa,IA,41.620712,-93.651547,1941.0,,single_family,13852.0,857.0,,1.0,2.0,,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
212000.0,212000.0,,sold,4000 Clinton Ave,Des Moines,50310,Iowa,IA,41.628171,-93.672193,1953.0,,single_family,7405.0,978.0,,2.0,2.0,1.0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
197000.0,197000.0,55400.0,sold,1644 Guthrie Ave,Des Moines,50316,Iowa,IA,41.615228,-93.59368,1960.0,,single_family,11021.0,1911.0,,3.0,3.0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
234000.0,234000.0,,sold,305 Broad St,Des Moines,50315,Iowa,IA,41.559592,-93.618449,1978.0,,single_family,15028.0,799.0,2.0,2.0,3.0,,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
240000.0,240000.0,,sold,3507 SE 18th Ct,Des Moines,50320,Iowa,IA,41.55232,-93.585129,1975.0,,single_family,14375.0,1034.0,2.0,2.0,3.0,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
114000.0,114000.0,14000.0,sold,3910 SE 8th St,Des Moines,50315,Iowa,IA,41.548346,-93.602886,1951.0,,single_family,8843.0,1081.0,,2.0,4.0,,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
280000.0,280000.0,5000.0,sold,3313 Brook Ridge Ct,Des Moines,50317,Iowa,IA,41.625203,-93.509305,2000.0,,single_family,6142.0,1463.0,2.0,3.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
232000.0,232000.0,,sold,1918 60th St,Des Moines,50322,Iowa,IA,41.612108,-93.700502,1950.0,,single_family,7013.0,768.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2016000.0,1.0,,sold,140th St,Boone,50036,Iowa,IA,,,,,land,304049.0,,,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335000.0,335000.0,191000.0,sold,1804 E 23rd St,Des Moines,50317,Iowa,IA,41.610313,-93.575457,1911.0,,single_family,6882.0,938.0,,1.0,2.0,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
379990.0,379990.0,5000.0,sold,2803 E 50th St,Des Moines,50317,Iowa,IA,41.621516,-93.515506,2022.0,,single_family,9714.0,1564.0,,3.0,4.0,3.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
245000.0,245000.0,,sold,1448 56th St,Des Moines,50311,Iowa,IA,41.60583,-93.694593,1940.0,,single_family,6621.0,1386.0,2.0,2.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
172900.0,172900.0,5000.0,sold,3712 11th St,Des Moines,50313,Iowa,IA,41.629134,-93.632297,1921.0,,single_family,5401.0,884.0,,1.0,2.0,,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
145000.0,145000.0,,sold,4385 NE 26th St,Des Moines,50317,Iowa,IA,41.640108,-93.568422,1961.0,,single_family,13068.0,875.0,,1.0,3.0,,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310000.0,310000.0,9990.0,sold,Peony Ln,Boone,50036,Iowa,IA,,,,,land,1350360.0,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000.0,25000.0,,sold,224 E Payton Ave,Des Moines,50315,Iowa,IA,41.53031,-93.612436,1917.0,,single_family,7144.0,840.0,,1.0,2.0,,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
165000.0,165000.0,5000.0,sold,1334 60th St,Des Moines,50311,Iowa,IA,41.603136,-93.700533,1928.0,,single_family,8233.0,910.0,,1.0,1.0,,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
253000.0,253000.0,3400.0,sold,1620 E 33rd St,Des Moines,50317,Iowa,IA,41.608503,-93.552467,1950.0,,single_family,47960.0,1356.0,,1.0,3.0,3.0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0
315000.0,315000.0,7000.0,sold,5307 E Kenyon Cir,Des Moines,50320,Iowa,IA,41.536719,-93.570147,2004.0,,single_family,20343.0,1718.0,2.0,3.0,4.0,3.0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
97000.0,97000.0,,sold,1333 E Ovid Ave,Des Moines,50316,Iowa,IA,41.625645,-93.601663,1942.0,,single_family,6665.0,1130.0,2.0,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
136000.0,136000.0,7900.0,sold,227 Astor St,Des Moines,50316,Iowa,IA,41.590547,-93.592515,1907.0,,single_family,5968.0,1439.0,2.0,1.0,3.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
153000.0,153000.0,5100.0,sold,2325 E 11th St,Des Moines,50316,Iowa,IA,41.615836,-93.60502,1917.0,,single_family,6447.0,804.0,,1.0,2.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
354900.0,354900.0,4100.0,sold,3500 Wakonda Ct,Des Moines,50321,Iowa,IA,41.552635,-93.647513,1953.0,,single_family,26484.0,1558.0,,3.0,3.0,2.0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
165000.0,165000.0,10000.0,sold,400 Walnut St Ste 903,Des Moines,50309,Iowa,IA,41.586098,-93.622238,1930.0,condo,condos,,925.0,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1
274000.0,275000.0,9999.0,sold,300 Walnut St Unit 1908,Des Moines,50309,Iowa,IA,41.586204,-93.62137,1985.0,condo,condos,,1206.0,2.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
214000.0,214000.0,,sold,2110 50th St,Des Moines,50310,Iowa,IA,41.613461,-93.687968,1952.0,,single_family,11718.0,1222.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
109000.0,109000.0,16000.0,sold,400 E Wall Ave,Des Moines,50315,Iowa,IA,41.532091,-93.608772,1954.0,,single_family,9017.0,720.0,,1.0,2.0,,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1
155000.0,155000.0,,sold,3799 Village Run Dr Unit 508,Des Moines,50317,Iowa,IA,41.628255,-93.513884,2004.0,townhouse,townhomes,,1308.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
259500.0,259500.0,,sold,5014 SW 16th St,Des Moines,50315,Iowa,IA,41.538349,-93.637621,1959.0,,single_family,14702.0,1083.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
272000.0,272000.0,,sold,1304 62nd St,Des Moines,50311,Iowa,IA,41.6016,-93.702898,1941.0,,single_family,8407.0,1377.0,2.0,2.0,3.0,,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
185000.0,185000.0,10000.0,sold,3101 E 25th St,Des Moines,50317,Iowa,IA,41.62319,-93.570479,1960.0,,single_family,8146.0,1005.0,,1.0,3.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
185000.0,185000.0,,sold,3107 Mann Ave,Des Moines,50310,Iowa,IA,41.617968,-93.660092,1948.0,,single_family,8581.0,864.0,,2.0,2.0,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
230000.0,230000.0,11000.0,sold,2109 39th St,Des Moines,50310,Iowa,IA,41.613531,-93.669051,1941.0,,single_family,7013.0,1490.0,2.0,2.0,4.0,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
159900.0,159900.0,,sold,3100 Fleming Ave,Des Moines,50310,Iowa,IA,41.632146,-93.660162,1949.0,,single_family,6229.0,672.0,,1.0,2.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69500.0,69500.0,,sold,1424 E 15th St,Des Moines,50316,Iowa,IA,41.606049,-93.597985,1952.0,,single_family,8015.0,720.0,,1.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
399900.0,399900.0,,sold,13 SW 52nd St,Des Moines,50312,Iowa,IA,41.576881,-93.689082,1964.0,,single_family,10106.0,1421.0,2.0,3.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1
172000.0,172000.0,,sold,3505 SW 12th Pl,Des Moines,50315,Iowa,IA,41.552496,-93.631405,1922.0,,single_family,6621.0,1078.0,,2.0,2.0,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
155000.0,155000.0,,sold,3100 Grand Ave Apt 3B,Des Moines,50312,Iowa,IA,41.583796,-93.660038,1970.0,condo,condos,,1038.0,,2.0,2.0,1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
235000.0,235000.0,,sold,3701/3703 E Sheridan Ave,Des Moines,50317,Iowa,IA,41.618549,-93.543662,1978.0,,multi_family,12589.0,1440.0,,2.0,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
355000.0,355000.0,,sold,1161 22nd St,Des Moines,50311,Iowa,IA,41.599915,-93.646302,1901.0,,single_family,12197.0,3857.0,2.0,3.0,4.0,,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
332500.0,332500.0,,sold,4729 Sawyers Dr,Des Moines,50310,Iowa,IA,41.641282,-93.658775,2008.0,,single_family,9845.0,1761.0,2.0,3.0,3.0,2.0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
160000.0,160000.0,,sold,2515 Payne Rd,Des Moines,50310,Iowa,IA,41.620712,-93.651547,1941.0,,single_family,13852.0,857.0,,1.0,2.0,,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
212000.0,212000.0,,sold,4000 Clinton Ave,Des Moines,50310,Iowa,IA,41.628171,-93.672193,1953.0,,single_family,7405.0,978.0,,2.0,2.0,1.0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
197000.0,197000.0,55400.0,sold,1644 Guthrie Ave,Des Moines,50316,Iowa,IA,41.615228,-93.59368,1960.0,,single_family,11021.0,1911.0,,3.0,3.0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
234000.0,234000.0,,sold,305 Broad St,Des Moines,50315,Iowa,IA,41.559592,-93.618449,1978.0,,single_family,15028.0,799.0,2.0,2.0,3.0,,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
240000.0,240000.0,,sold,3507 SE 18th Ct,Des Moines,50320,Iowa,IA,41.55232,-93.585129,1975.0,,single_family,14375.0,1034.0,2.0,2.0,3.0,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
114000.0,114000.0,14000.0,sold,3910 SE 8th St,Des Moines,50315,Iowa,IA,41.548346,-93.602886,1951.0,,single_family,8843.0,1081.0,,2.0,4.0,,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
280000.0,280000.0,5000.0,sold,3313 Brook Ridge Ct,Des Moines,50317,Iowa,IA,41.625203,-93.509305,2000.0,,single_family,6142.0,1463.0,2.0,3.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
2016000.0,1.0,,sold,140th St,Boone,50036,Iowa,IA,,,,,land,304049.0,,,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232000.0,232000.0,,sold,1918 60th St,Des Moines,50322,Iowa,IA,41.612108,-93.700502,1950.0,,single_family,7013.0,768.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
335000.0,335000.0,191000.0,sold,1804 E 23rd St,Des Moines,50317,Iowa,IA,41.610313,-93.575457,1911.0,,single_family,6882.0,938.0,,1.0,2.0,,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
379990.0,379990.0,5000.0,sold,2803 E 50th St,Des Moines,50317,Iowa,IA,41.621516,-93.515506,2022.0,,single_family,9714.0,1564.0,,3.0,4.0,3.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
245000.0,245000.0,,sold,1448 56th St,Des Moines,50311,Iowa,IA,41.60583,-93.694593,1940.0,,single_family,6621.0,1386.0,2.0,2.0,3.0,2.0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
172900.0,172900.0,5000.0,sold,3712 11th St,Des Moines,50313,Iowa,IA,41.629134,-93.632297,1921.0,,single_family,5401.0,884.0,,1.0,2.0,,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
145000.0,145000.0,,sold,4385 NE 26th St,Des Moines,50317,Iowa,IA,41.640108,-93.568422,1961.0,,single_family,13068.0,875.0,,1.0,3.0,,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310000.0,310000.0,9990.0,sold,Peony Ln,Boone,50036,Iowa,IA,,,,,land,1350360.0,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820000.0,820000.0,,sold,Division St,Boone,50036,Iowa,IA,,,,,land,2381425.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253000.0,253000.0,3400.0,sold,1620 E 33rd St,Des Moines,50317,Iowa,IA,41.608503,-93.552467,1950.0,,single_family,47960.0,1356.0,,1.0,3.0,3.0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0
165000.0,165000.0,5000.0,sold,1334 60th St,Des Moines,50311,Iowa,IA,41.603136,-93.700533,1928.0,,single_family,8233.0,910.0,,1.0,1.0,,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
315000.0,315000.0,7000.0,sold,5307 E Kenyon Cir,Des Moines,50320,Iowa,IA,41.536719,-93.570147,2004.0,,single_family,20343.0,1718.0,2.0,3.0,4.0,3.0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
97000.0,97000.0,,sold,1333 E Ovid Ave,Des Moines,50316,Iowa,IA,41.625645,-93.601663,1942.0,,single_family,6665.0,1130.0,2.0,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
136000.0,136000.0,7900.0,sold,227 Astor St,Des Moines,50316,Iowa,IA,41.590547,-93.592515,1907.0,,single_family,5968.0,1439.0,2.0,1.0,3.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
153000.0,153000.0,5100.0,sold,2325 E 11th St,Des Moines,50316,Iowa,IA,41.615836,-93.60502,1917.0,,single_family,6447.0,804.0,,1.0,2.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
165000.0,165000.0,10000.0,sold,400 Walnut St Ste 903,Des Moines,50309,Iowa,IA,41.586098,-93.622238,1930.0,condo,condos,,925.0,,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1
354900.0,354900.0,4100.0,sold,3500 Wakonda Ct,Des Moines,50321,Iowa,IA,41.552635,-93.647513,1953.0,,single_family,26484.0,1558.0,,3.0,3.0,2.0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
274000.0,275000.0,9999.0,sold,300 Walnut St Unit 1908,Des Moines,50309,Iowa,IA,41.586204,-93.62137,1985.0,condo,condos,,1206.0,2.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
214000.0,214000.0,,sold,2110 50th St,Des Moines,50310,Iowa,IA,41.613461,-93.687968,1952.0,,single_family,11718.0,1222.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
109000.0,109000.0,16000.0,sold,400 E Wall Ave,Des Moines,50315,Iowa,IA,41.532091,-93.608772,1954.0,,single_family,9017.0,720.0,,1.0,2.0,,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1
155000.0,155000.0,,sold,3799 Village Run Dr Unit 508,Des Moines,50317,Iowa,IA,41.628255,-93.513884,2004.0,townhouse,townhomes,,1308.0,2.0,2.0,2.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
259500.0,259500.0,,sold,5014 SW 16th St,Des Moines,50315,Iowa,IA,41.538349,-93.637621,1959.0,,single_family,14702.0,1083.0,,2.0,3.0,2.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
272000.0,272000.0,,sold,1304 62nd St,Des Moines,50311,Iowa,IA,41.6016,-93.702898,1941.0,,single_family,8407.0,1377.0,2.0,2.0,3.0,,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
185000.0,185000.0,10000.0,sold,3101 E 25th St,Des Moines,50317,Iowa,IA,41.62319,-93.570479,1960.0,,single_family,8146.0,1005.0,,1.0,3.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
230000.0,230000.0,11000.0,sold,2109 39th St,Des Moines,50310,Iowa,IA,41.613531,-93.669051,1941.0,,single_family,7013.0,1490.0,2.0,2.0,4.0,1.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
185000.0,185000.0,,sold,3107 Mann Ave,Des Moines,50310,Iowa,IA,41.617968,-93.660092,1948.0,,single_family,8581.0,864.0,,2.0,2.0,1.0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
159900.0,159900.0,,sold,3100 Fleming Ave,Des Moines,50310,Iowa,IA,41.632146,-93.660162,1949.0,,single_family,6229.0,672.0,,1.0,2.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69500.0,69500.0,,sold,1424 E 15th St,Des Moines,50316,Iowa,IA,41.606049,-93.597985,1952.0,,single_family,8015.0,720.0,,1.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
172000.0,172000.0,,sold,3505 SW 12th Pl,Des Moines,50315,Iowa,IA,41.552496,-93.631405,1922.0,,single_family,6621.0,1078.0,,2.0,2.0,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
